City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
557,popondetta,PG,72.7,broken clouds,-8.7537,148.2534,Timos Transit House
560,asau,RO,51.28,scattered clouds,46.4333,26.4,Casa Mika Ciobanus
563,atakpame,TG,72.9,overcast clouds,7.5333,1.1333,Hôtel sahélien
564,masakin,TN,63.86,few clouds,35.7292,10.5808,DAR EL ANDALOUS Guest house
565,andros town,BS,78.66,clear sky,24.7,-77.7667,Hanks place
568,bulgan,MN,51.67,broken clouds,48.8125,103.5347,Unitel Булган салбар
569,lasa,IT,46.69,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
570,agbor,NG,78.66,overcast clouds,6.2518,6.1934,MIRAMAS HOTEL
578,ballina,AU,62.02,few clouds,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
582,padang,ID,77.25,overcast clouds,-0.9492,100.3543,Mercure Padang
584,shitanjing,CN,50.5,few clouds,39.2342,106.3439,Yingbin Hotel
586,nome,US,42.87,clear sky,64.5011,-165.4064,Dredge 7 Inn
590,colac,AU,55.83,overcast clouds,-38.3333,143.5833,Otway Gate Motel
592,visby,SE,41.83,few clouds,57.6409,18.296,Best Western Solhem Hotel Visby
593,ubaitaba,BR,77.45,clear sky,-14.3125,-39.3233,Hotel e Lanchonete Uirapuru
597,srandakan,ID,77.29,overcast clouds,-7.9386,110.2506,Puri Brata
600,endicott,US,72.05,overcast clouds,42.0984,-76.0494,Knights Inn Endwell
602,watertown,US,73.71,clear sky,42.3709,-71.1828,16 Washburn Street Watertown MA
609,atambua,ID,72.12,broken clouds,-9.1061,124.8925,Kost Alfa Flat
610,ulladulla,AU,54.12,few clouds,-35.35,150.4667,Sandpiper Motel
611,guerrero negro,MX,70.25,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
614,necochea,AR,52.77,overcast clouds,-38.5473,-58.7368,dyd -mar Hotel
615,calvinia,ZA,62.46,clear sky,-31.4707,19.776,Die Lemoenhuis
616,baruun-urt,MN,47.28,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
617,xiongshi,MN,47.28,scattered clouds,46.6806,113.2792,Ахмадын амралт сувилал
618,heilbron,ZA,53.29,clear sky,-27.2812,27.9709,Guest house
620,pontianak,ID,76.98,overcast clouds,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
624,roma,US,71.74,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
625,arrifes,PT,62.85,few clouds,37.7667,-25.7,Hotel Ponta Delgada
626,meulaboh,ID,76.66,overcast clouds,4.1363,96.1285,Kost Pria
627,rumonge,BI,71.26,light rain,-3.9736,29.4386,Kwetu Guest House
633,caravelas,BR,77.61,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
634,hoa binh,VN,66.63,overcast clouds,20.8133,105.3383,Hoa Dao Hotel
635,sinkat,VN,66.63,overcast clouds,20.8133,105.3383,Hoa Dao Hotel
636,gazanjyk,TM,66.16,overcast clouds,39.2446,55.5154,Railway motel
643,rio grande,BR,71.71,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
644,phan rang,BR,71.71,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
645,makakilo city,US,77.32,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
646,nguiu,US,77.32,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
647,darhan,MN,55.62,overcast clouds,49.4867,105.9228,Buudai Hotel
649,lahaina,US,74.8,scattered clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
650,ubatuba,BR,77.32,broken clouds,-23.4339,-45.0711,Hotel Coquille
651,san juan,AR,67.6,clear sky,-31.5375,-68.5364,Hotel Provincial
653,hami,CN,62.19,clear sky,42.8,93.45,Laoyutang Resort
656,lingao,CN,66.13,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
661,nelson bay,AU,57.09,scattered clouds,-32.7167,152.15,Mantra Nelson Bay
662,vernon,CA,67.75,overcast clouds,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
663,tuy hoa,VN,77.11,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
664,buariki,VN,77.11,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
665,jesenice,SI,51.33,overcast clouds,46.4306,14.0669,Klub Zlata Ribica
667,port keats,AU,75.16,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
671,chajul,GT,74.52,overcast clouds,15.4853,-91.0342,Hotel San Gaspar
672,pilao arcado,GT,74.52,overcast clouds,15.4853,-91.0342,Hotel San Gaspar
674,privolzhskiy,RU,47.3,clear sky,51.4,46.0333,"Sfera, Gostinichnyy Kompleks"
675,harlev,DK,48.11,scattered clouds,55.3494,12.2338,"Dambækgaard, bæredygtig bondegård"
676,qixia,CN,50.49,scattered clouds,37.2975,120.8256,Etsong Hotel
679,yinchuan,CN,56.52,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
683,terekli-mekteb,RU,55.94,overcast clouds,44.1671,45.8698,"Gostevoy Dvor ""U Gul'zary"""
684,assiniboia,CA,57.02,overcast clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
685,neyshabur,IR,64.87,overcast clouds,36.2133,58.7958,Amiran Hotel & Commercial Complex
686,wentzville,US,71.15,few clouds,38.8114,-90.8529,Fairfield Inn & Suites by Marriott St. Louis West/Wentzville
687,voh,NC,73.62,clear sky,-20.9667,164.7,Le gîte du Koniambo
691,waipawa,NZ,57.96,moderate rain,-41.4122,175.5153,Tora Coastal Walk
692,agstafa,NZ,57.96,moderate rain,-41.4122,175.5153,Tora Coastal Walk
693,port moresby,PG,75.27,broken clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
694,gat,IL,65.08,clear sky,31.61,34.7642,OlusHome
701,dingle,PH,76.01,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
703,xichang,CN,47.52,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
706,tutoia,BR,79.77,broken clouds,-2.7619,-42.2744,Pousada Guará's
707,shanghai,CN,58.93,clear sky,31.2222,121.4581,Swissotel Grand Shanghai
708,rabo de peixe,PT,63.91,few clouds,37.8,-25.5833,Quinta das Giestas
710,shahr-e babak,IR,65.25,clear sky,30.1165,55.1186,Duna Ecolodge
713,buala,SB,79.95,light rain,-8.145,159.5921,Maringe Lagoon Lodge
714,rancho palos verdes,US,76.95,clear sky,33.7445,-118.387,Terranea Resort
715,whitehorse,CA,46.02,light rain,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
716,kizilskoye,RU,41.56,few clouds,52.7255,58.8937,Motel Region
719,san quintin,MX,65.59,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
720,floro,NO,46.36,broken clouds,61.5996,5.0328,Kinn Hotell Florø
721,ancud,CL,53.65,broken clouds,-41.8697,-73.8203,Hotel Arena Gruesa
722,washougal,US,63.95,broken clouds,45.5826,-122.3534,Camas Boutique Hotel
724,saint-pierre,RE,75.9,clear sky,-21.3393,55.4781,Alize Plage
725,baghdad,IQ,78.71,dust,33.3406,44.4009,Baghdad Hotel
726,betare oya,CM,67.06,light rain,5.6,14.0833,Auberge Tembina Betaré Oya
727,gravdal,NO,40.89,light rain,68.1214,13.5031,Skreda Rorbusuiter
728,nemuro,JP,40.48,moderate rain,43.3236,145.575,Hotel Nemuro Kaiyoutei
730,villa carlos paz,AR,68.4,scattered clouds,-31.4241,-64.4978,Monte Carlo vcp
735,matagami,CA,55.72,overcast clouds,49.7502,-77.6328,Motel Le Caribou
737,high level,CA,47.26,overcast clouds,58.5169,-117.136,Days Inn by Wyndham High Level
739,chamonix-mont-blanc,FR,52.59,broken clouds,45.9238,6.8693,Hôtel Vallée Blanche
741,xuddur,SO,73.81,overcast clouds,4.1213,43.8894,Banjanay Hotel
742,vaitupu,SO,73.81,overcast clouds,4.1213,43.8894,Banjanay Hotel
743,kargil,IN,45.72,clear sky,34.5667,76.1,Hotel Caravan Sarai Kargil
744,saskatoon,CA,53.17,broken clouds,52.1168,-106.6345,Sheraton Cavalier Saskatoon Hotel
749,belmonte,BR,78.06,clear sky,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
750,sao joao da barra,BR,77.97,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
